text,date,stock_label,predicted_effect,price_now,price_5min,price_10min,price_1h
2nd segment of my @seanhannity @FoxNews interview discussing @billmaher's insult of parents and sending him $5M bill http://t.co/bjuBe3Kj,2013-01-11 16:19:56+00:00,dollar,decrease,1.33544,1.33496,1.3346,1.33557
"My @extratv interview discussing @Rosie's new baby, my acceptance of @billmaher's $5M offer &amp, hiring @_KatherineWebb http://t.co/wXyE4677",2013-01-10 19:08:06+00:00,dollar,no change,1.3264,1.32634,1.32616,1.3253
"""Via @FoxNews: """"Donald Trump sends Bill Maher birth certificate, awaits $5 million"""" http://t.co/5c38hlwz""",2013-01-10 18:35:21+00:00,dollar,no change,1.32508,1.32554,1.32547,1.32564
"I hope @billmaher comes through with his $5 million offer, which I fully accepted, or I will be forced to sue him. All goes to charity!",2013-01-10 14:52:14+00:00,dollar,increase,1.31886,1.31882,1.31843,1.32052
I have accepted @billmaher’s $5 million offer paid to me for charity (made on the @jayleno show).,2013-01-09 17:59:03+00:00,dollar,increase,1.30688,1.30679,1.30607,1.3055
Watch Eric at 9 am (EST) today on Fox 5 w/ @rosannascotto and David Price to discuss Eric Trump Foundation's $20 million donation to St Jude,2013-01-09 13:59:42+00:00,dollar,no change,1.3059,1.30514,1.30491,1.30476
@yfentrepreneur  thanks--work hard and good luck.,2013-01-07 19:55:27+00:00,euro,increase,1.31121,1.3112,1.31134,1.31142
"To all young entrepreneurs entering the business world - stay positive, focused and remember everything has its ups and downs.",2013-01-04 20:50:39+00:00,euro,increase,1.30796,1.3082,1.30798,1.30716
@Fleur498  The Art of the Deal is a good start.,2013-01-03 16:40:26+00:00,euro,increase,1.31104,1.31104,1.31105,1.31116
This ‘deal’ @RNC voted for has $41 in tax increases for every $1 in spending cuts.  It is pathetic.  Obama is laughing at them.,2013-01-02 19:27:07+00:00,dollar,decrease,1.31704,1.31676,1.31712,1.31778
"Entrepreneurs: Absorb, assess, and then act. Don't negate your own power. Whatever you've been dealt, know you can deal with it.",2014-12-23 15:46:38+00:00,euro,no change,1.21882,1.21892,1.218,1.21772
Entrepreneurs: Realize that fear is the exact opposite of faith. Resolve to be bigger than your problems. Who's the boss?,2014-12-23 15:38:51+00:00,euro,no change,1.21842,1.21866,1.2188,1.21802
"Entrepreneurs: Whatever happens, you're responsible. If it doesn't happen, you're responsible.",2014-12-22 16:08:50+00:00,euro,no change,1.2261,1.22619,1.22599,1.22493
Entrepreneurs:  Use your imagination. Use your intelligence to execute what your imagination presents to you.,2014-12-22 16:07:51+00:00,euro,increase,1.22621,1.2262,1.22597,1.22501
Entrepreneurs: Realize that becoming an entrepreneur is not a group effort. You're in charge. Everything starts with you.,2014-12-22 16:07:01+00:00,euro,increase,1.22621,1.2262,1.22597,1.22501
Should have settled ... Ft Lauderdale plaintiffs must pay me close to $400k in legal fees after Trump trial victory.,2014-12-19 18:43:38+00:00,dollar,decrease,1.22301,1.2229,1.22296,1.22243
Pigs get slaughtered ... again.  Ft Lauderdale plaintiffs must pay me close to $400k in legal fees after Trump trial victory.,2014-12-19 18:43:26+00:00,dollar,decrease,1.22301,1.2229,1.22296,1.22243
Via @DailyMail by @chriskitching: “Luxury penthouse at @TrumpChicago skyscraper sells for record $17M” http://t.co/j095jFo098,2014-12-15 22:08:50+00:00,dollar,no change,1.24378,1.24385,1.24386,1.24438
"The terrorists cut off the heads of Americans and laugh, then want to sell us the bodies for $1,000,000. We fight over sleep deprivation!",2014-12-12 07:23:43+00:00,dollar,decrease,1.23898,1.23892,1.23935,1.24091
Entrepreneurs: Cover your bases. Know everything you can about what you're doing. Then go with your gut. Your instincts r there for a reason,2014-12-11 15:15:27+00:00,euro,no change,1.23778,1.23788,1.23802,1.23899
"Entrepreneurs:  See yourself as victorious. Look at the solution, not the problem. And never give up!",2014-12-11 15:10:52+00:00,euro,increase,1.23799,1.23778,1.23788,1.2385
Entrepreneurs: View any conflict as an opportunity. Being positive could lead you into a fortunate situation.,2014-12-11 15:09:12+00:00,euro,increase,1.23822,1.23825,1.23809,1.23862
"RomneyCare/ObamaCare architect Gruber apologized for his comments. He should apologize for the $2T monstrosity &amp, return all taxpayer money.",2014-12-10 21:02:02+00:00,dollar,decrease,1.24438,1.2442,1.24428,1.24474
"""""""@victahh11: """"@realDonaldTrump: Entrepreneurs: Believe in yourself! If you don't, no one else will either.""""""""""",2014-12-08 03:33:08+00:00,euro,no change,1.22912,1.22906,1.22904,1.22864
"Entrepreneurs: Believe in yourself! If you don't, no one else will either.",2014-12-05 15:43:39+00:00,euro,increase,1.22938,1.22957,1.23056,1.23048
"Entrepreneurs: You have to have passion. If you love your work, success will follow.",2014-12-05 15:42:37+00:00,euro,increase,1.22907,1.22948,1.22982,1.23022
"Broken borders, $18T debt, ObamaCare failing &amp, over budget. Don’t worry our president is still fundraising http://t.co/s4z0EzWQPN Priorities",2014-12-03 20:22:35+00:00,dollar,decrease,1.23118,1.23128,1.23145,1.23102
"""""""@HMunjal: .@realDonaldTrump is the best! He's my favorite entrepreneur!"""" Thank you.""",2014-12-03 02:40:16+00:00,euro,increase,1.23853,1.23872,1.23888,1.23858
Yesterday our national debt topped a record $18T. Over 44% has accrued under Obama. A real mess.,2014-12-02 21:20:05+00:00,dollar,decrease,1.2382,1.23812,1.23786,1.23833
Young entrepreneurs: Your success is measured by results. Be productive in the face of challenges. Setbacks are not fatal.,2014-12-02 18:16:12+00:00,euro,increase,1.23866,1.23852,1.23843,1.23832
"""""""@nicofazioprod: @realDonaldTrump continue to inspire young entrepreneurs such as myself!""""""",2014-11-26 23:16:34+00:00,euro,increase,1.2504,1.25027,1.2505,
ISIS is starting its own currency. May be stronger than the dollar if ObamaCare is fully implemented.,2014-11-24 21:38:39+00:00,dollar,increase,1.24401,1.24399,1.24401,1.244
"""""""@CahlRStorrie: I follow @realDonaldTrump because he's a great entrepreneur. Can't get better than him."""" Thanks!""",2014-11-23 23:06:31+00:00,euro,increase,1.23724,1.23696,1.23666,
"Entrepreneurs:  Keep your momentum. Without momentum, a lot of great ideas go nowhere.",2014-11-21 16:20:59+00:00,euro,no change,1.24076,1.24022,1.24018,1.23845
Entrepreneurs:  Problems are a mind exercise. Enjoy the challenge.,2014-11-21 16:17:49+00:00,euro,increase,1.24092,1.24074,1.24014,1.2385
"""""""@BlakeHoagland  What is the best advice you could give to a young entrepreneur, Mr. Trump?"""" You have to be passionate about your work!""",2014-11-19 14:17:09+00:00,euro,increase,1.2556,1.2555,1.25508,1.25306
"""""""@greta:DonaldTrump sent me check for $25k payable to #Tahmooressi-I forwarded check, THANK U DONALD TRUMP! very kind http://t.co/wvGelWyc5w""",2014-11-19 01:38:41+00:00,dollar,increase,1.25201,1.25228,1.25242,1.25232
Entrepreneurs: always remember that deals are fluid. Terms are always negotiable and time can be the best option for success.,2014-11-18 21:55:20+00:00,euro,increase,1.25341,1.25326,1.25337,1.25317
"ObamaCare will continue to stop entrepreneurship, slow growth and halt research &amp, development. Defund, Repeal &amp, Replace!",2014-11-18 20:44:14+00:00,euro,decrease,1.25351,1.25378,1.25368,1.25359
ObamaCare/RomneyCare architect Gruber was paid over $6M with our tax dollars yet Obama only claims he ‘was some adviser.’,2014-11-17 18:42:37+00:00,dollar,decrease,1.2455,1.24538,1.24506,1.24533
"Entrepreneurs: Set the bar high. Do the best you possibly can. Apply your skills and talent, but above all, be tenacious.",2014-11-13 14:30:42+00:00,euro,increase,1.24657,1.24572,1.246,1.2481
Entrepreneurs: Set the example. You can motivate others as well as yourself by remembering you are setting the example.,2014-11-13 14:28:21+00:00,euro,increase,1.24638,1.24641,1.24584,1.24824
"Entrepreneurs: See yourself as victorious. Look at the solution, not the problem. Keep your focus positive.",2014-11-12 20:37:36+00:00,euro,increase,1.24292,1.24344,1.2433,1.24378
"""""""@LoisWeiss: @RealDonaldTrump Sends $25,000 To Recently Released Sgt. Andrew Tahmooressi http://t.co/PZvrzXpFyP via @po_st"""" Thank you Lois!""",2014-11-12 00:17:58+00:00,dollar,increase,1.24664,1.24635,1.24631,1.24596
"""""""@JackieKarlsen: Donald Trump Sends $25,000 To Recently Released Sgt. Andrew Tahmooressi http://t.co/zBjOWBIJva  Thank you! #MarineFreed""""""",2014-11-12 00:15:00+00:00,dollar,increase,1.24672,1.24652,1.24617,1.2457
The ObamaCare website still is not complete. $5 billion and no progress. Scary and sad!,2014-11-11 20:05:32+00:00,dollar,decrease,1.24799,1.24801,1.24792,1.24755
"My @greta int. discussing $25,000 gift to USMC Tahmooressi, Obama’s trip to China &amp, the 2014 election results http://t.co/qOhrBhgvxW",2014-11-11 18:18:59+00:00,dollar,no change,1.24744,1.24778,1.24827,1.24968
"It is my great honor to send $25,000 to Sgt. Andrew Tahmooressi. #marinefreed",2014-11-10 21:42:43+00:00,dollar,increase,1.24229,1.24234,1.24206,1.24258
We spent TWO TRILLION DOLLARS in Iraq and got NOTHING. Now we are going back and will again get NOTHING because our leaders are clueless!,2014-11-08 02:33:14+00:00,dollar,decrease,,,,
We should immediately stop sending our beautiful American tax dollars to countries that hate us and laugh at our President’s stupidity!,2014-11-07 19:22:00+00:00,dollar,decrease,1.24367,1.2435,1.24378,1.2454
"""""""@NeuroticKnight: @realDonaldTrump When are you going to put your cape on and come save this country??? We need you!!!""""""",2014-11-07 13:03:27+00:00,euro,decrease,1.23898,1.23902,1.23917,1.23918
"""""""@PGWELLMAN: You have influenced me to become an entrepreneur, I am still preparing my business plan. You're a good man, and thank you.""""""",2014-11-03 03:02:54+00:00,euro,increase,1.24808,1.24794,1.24811,1.24831
"""""""@kaiame: RT @eurgolf Beautiful vista over 18th hole at @TrumpScotland at Menie Estate. DonaldTrump #golf #Scotland http://t.co/Q6oQdAdiis""",2014-11-01 22:57:58+00:00,euro,increase,,,,
"Conde Nast Traveler Readers' Choice Awards, Best Resorts in Europe: Trump Int'l Hotel &amp, Golf Links Doonbeg voted #1. http://t.co/gayZAy2852",2014-10-29 20:43:14+00:00,euro,increase,1.26342,1.26328,1.26332,1.26334
Entrepreneurs: Keep an open mind! Business is a creative endeavor. There are always opportunities and possibilities.,2014-10-29 20:33:46+00:00,euro,increase,1.26352,1.2637,1.26342,1.26297
"Entrepreneurs: Look at the solution, not the problem. Learn to focus on what will give results.",2014-10-29 20:27:53+00:00,euro,increase,1.26365,1.2636,1.26371,1.26281
"The perfect getaway, @Trump_Ireland is Europe's most elite 5-star destination perfected with old-world luxury http://t.co/55F5MAd5wu",2014-10-28 13:34:24+00:00,euro,increase,1.27452,1.27488,1.27498,1.27386
"With our $250M in renovations, @TrumpDoral offers a wide array of courses restored to perfection http://t.co/6fYg5yyoym",2014-10-27 20:35:10+00:00,dollar,increase,1.27,1.26996,1.26986,1.26978
Congratulations @Trump_Ireland for being named #12 resort in Europe by the @CNTraveler #ReadersChoice2014 awards!,2014-10-27 19:14:33+00:00,euro,increase,1.27086,1.27084,1.27086,1.27043
There is ZERO margin for error on Ebola. Are we confident in Obama when he can’t even make a website for $5 Billion?,2014-10-24 20:17:51+00:00,dollar,decrease,1.26706,1.26706,1.26692,
Young entrepreneurs – always remember in negotiations that sometimes the best deal you make is the one you walk away from.,2014-10-15 19:29:55+00:00,euro,no change,1.27828,1.2795,1.27952,1.2844
"""""""@johnnydollar01: And people zinged Donald Trump for talking about Ebola. How is this Klain guy any more qualified?""""Actually, less qualified""",2014-10-19 10:09:46+00:00,dollar,decrease,1.27541,1.27541,1.27541,1.27541
"If you can’t see it, you can’t make it happen. Entrepreneurs, chase your dreams with resolute focus &amp, determination. Be positive!",2014-10-17 20:51:40+00:00,euro,increase,1.27568,1.27596,,
Our president could not make a proper website with $5B. The website still does not work. How can we feel safe about Ebola?!,2014-10-15 19:01:45+00:00,dollar,decrease,1.2774,1.2775,1.2783,1.28078
"""""""@nikkio:  Almost only counts in horse-shoes. He had to know statue of limitations was in play - yet he wasted tax payer $'s anyway?""""Fool AG""",2014-10-16 02:57:50+00:00,dollar,decrease,1.28314,1.28266,1.28256,1.28182
"So many problems in the U.S. and leadership that is hopeless...and now, on top of everything else, we just hit $18 trillion in debt!",2014-10-14 04:09:13+00:00,dollar,decrease,1.27176,1.27192,1.27198,1.2722
"Think of this: After we spent $2 trillion on Iraq, Baghdad is about to be taken over by ISIS.",2014-10-13 14:49:39+00:00,dollar,decrease,1.26884,1.26833,1.26806,1.26872
"""""""@leonapel: Some of my favorite entrepreneurs: @JCVenter @PeterDiamandis @elonmusk @peterthiel and @richardbranson @realDonaldTrump""""""",2014-10-11 04:31:53+00:00,euro,increase,,,,
"""""""@TMZ: Donald Trump Teaches Miss Pennsylvania a MILLION DOLLAR Lesson http://t.co/C4ethqeuPx""""""",2014-10-10 09:07:27+00:00,dollar,no change,1.2669,1.26748,1.26712,1.26721
Tens of millions of dollars in airstrikes had no impact because key leaders fled after hearing ON NEWS REPORTS the strikes were coming. DUMB,2014-10-10 08:25:01+00:00,dollar,decrease,1.26598,1.26603,1.26604,1.26652
"China has just overtaken us as the world’s largest economy. We are busy wasting $'s while China builds airports &amp, skyscrapers.",2014-10-08 21:09:10+00:00,dollar,decrease,1.27322,1.27322,1.27337,1.27326
"Entrepreneurs: See yourself as victorious. Look at the solution, not the problem.",2014-10-08 19:11:04+00:00,euro,no change,1.27212,1.27262,1.27256,1.27382
I can't believe Mitch McConnell isn't way up in the Kentucky polls. Massive seniority brings so much power and status to State. Brings K.$'s,2014-10-07 12:01:49+00:00,dollar,no change,1.26038,1.26113,1.26149,1.2615
"""""""@NaijaFlyingDr: @realDonaldTrump is one of my fav.entrepreneurs of all time"""" Thank you.""",2014-10-02 09:40:22+00:00,euro,increase,1.26365,1.2639,1.26403,1.26322
"Rated “#1 Resort in Europe” by @CNTraveler, @Trump_Ireland offers breathtaking golf &amp, the 5 Star Lodge at Doonbeg http://t.co/uwxhlqEcjn",2014-10-01 16:54:01+00:00,euro,increase,1.26111,1.26092,1.26116,1.26104
"""""""@CalebCCooper Reading DonaldTrump's """"The Art of the Deal"""" for my entrepreneurship class. So many cool stories and business lessons to learn""",2014-10-01 07:01:20+00:00,euro,increase,1.26212,1.26224,1.26212,1.25928
"With $250M of renovations, Trump Int'l DC’s 250 expansive guest rooms will be DC's top offering of amenities &amp, views http://t.co/fruEPjLajZ",2014-09-26 18:01:15+00:00,dollar,increase,1.26833,1.26843,1.26804,1.26812
"Why would the people of Kentucky want a rookie Senator– they have Sen. Mitch @McConnellPress who may be next Leader &amp, bring $’s to KY",2014-09-23 02:22:12+00:00,dollar,no change,1.28528,1.28503,1.28528,1.28546
"Entrepreneurs:  Believe in yourself. If you don't, no one else will either.",2014-09-16 15:29:20+00:00,euro,no change,1.29392,1.2939,1.29416,1.29912
"Entrepreneurs: Achievers move forward at all times. Achievement is not a plateau, it's a beginning.",2014-09-16 15:19:36+00:00,euro,increase,1.29393,1.29364,1.29392,1.2973
"I have nothing to do with Atlantic City-sold years ago (great timing). For losers and haters, I NEVER went bankrupt. Plus $10 billion, sorry",2014-09-13 23:54:43+00:00,dollar,decrease,,,,
"ObamaCare has cut workers’ pay by over $22B &amp, eliminated 350,000+ small business jobs http://t.co/AdsN1jVf7I Repeal before it's too late!",2014-09-12 20:12:43+00:00,dollar,decrease,1.295,1.29488,1.29494,
The ObamaCare website was hacked. $5B dollars later and the site can’t even secure your personal information.,2014-09-05 20:55:14+00:00,dollar,decrease,1.2953,,,
"China is going to complete 59 new theme parks by 2020, over $23B in expansion. That would take over 100 years in our country.",2014-09-05 20:42:58+00:00,dollar,no change,1.29512,1.29506,1.29518,
